account_id,segment,category,primary_service,negotiated_discount,contract_age_months,density_in3_per_lb,price_elasticity
A100036,SME,Industrial/B2B,Ground Economy,0.3565487345038505,30,88.16874599188357,-0.558440602539231
A100037,SME,Apparel/Soft Goods,Ground,0.47657795312032547,2,267.0296017615934,-0.40735163039376426
A100038,SME,Industrial/B2B,Ground,0.3708659543018099,5,105.6743167390564,-0.5457642141865401
A100039,Mid-Market,Apparel/Soft Goods,Ground,0.14265854611903192,34,197.8669620334953,-0.3960287679876056
A100040,SME,Apparel/Soft Goods,Ground Economy,0.3653995631446959,27,210.19604775931097,-0.6302553698184487
A100041,Mid-Market,Industrial/B2B,Ground,0.44328637433090096,8,93.16517083820852,-0.3607638450217829
A100042,Mid-Market,Apparel/Soft Goods,Ground Economy,0.2978403830001897,18,223.67652930606835,-0.4271924812444908
A100043,SME,Home & Bulky,Express,0.4195634806117833,3,196.51112697604947,-0.5654392139085429
A100044,Mid-Market,Home & Bulky,Ground Economy,0.2509884458848054,28,187.81172035488697,-0.305041887284858
A100045,Mid-Market,Apparel/Soft Goods,Ground,0.17144608404777262,31,176.45665716830726,-0.2993354939114967
A100046,SME,Health/Beauty,Ground Economy,0.33411690188326404,12,115.68859123611418,-0.6426111892873213
A100047,SME,Industrial/B2B,Ground,0.1443523279253686,15,79.57005097364546,-0.648668694716496
A100048,Mid-Market,Industrial/B2B,Ground,0.2960228987106408,10,100.28231240185808,-0.39840582613306924
A100049,SME,Home & Bulky,Ground,0.4486842262645503,16,252.09411548400226,-0.6733958044973524
A100050,SME,Electronics,Ground Economy,0.12902370942537192,12,124.24212346822007,-0.6371703125459326
A100051,SME,Apparel/Soft Goods,Express,0.19205032040861023,11,163.72133110040252,-0.6063993701820771
A100052,Mid-Market,Apparel/Soft Goods,Ground,0.21679677548384224,18,192.54992472958827,-0.3280552451421807
A100053,Mid-Market,Apparel/Soft Goods,Ground,0.313668014028904,36,232.19833961395497,-0.47869143880884363
A100054,Mid-Market,Industrial/B2B,Ground,0.2834283214353791,32,99.6382298224642,-0.4105691816358715
A100055,Mid-Market,Industrial/B2B,Express,0.45991363816960873,13,78.2619039833559,-0.3580071898471376
A100056,SME,Health/Beauty,Ground Economy,0.41543483290916977,39,144.07389213676475,-0.4948677245623129
A100057,SME,Electronics,Ground Economy,0.3695272946068598,9,167.49511363521836,-0.5711846619748933
A100058,SME,Electronics,Ground Economy,0.3345630314343885,38,119.61988472807822,-0.4121376255008275
A100059,SME,Electronics,Ground Economy,0.35932297769848276,13,105.02716196332318,-0.6077230452166112
A100060,Mid-Market,Electronics,Ground,0.23380176446866252,23,116.24673238977735,-0.3256464635624405
A100061,SME,Home & Bulky,Express,0.40572103535566123,9,264.3138886322558,-0.5805751689780037
A100062,SME,Apparel/Soft Goods,Express,0.20879557456407988,32,204.28583520989724,-0.5069663221679519
A100063,Mid-Market,Apparel/Soft Goods,Ground,0.4035376993902231,14,208.81479231442825,-0.36492813337469193
A100064,Mid-Market,Industrial/B2B,Ground,0.4386142502118831,36,66.6161618896232,-0.3368561372523913
A100065,SME,Electronics,Express,0.34108646020880873,4,99.20718173814346,-0.536698571927584
A100066,SME,Industrial/B2B,Express,0.3023786941038024,21,87.58076915944174,-0.7058738125464318
A100067,SME,Apparel/Soft Goods,Ground Economy,0.36003099083096735,7,203.7528707331519,-0.6642674192315129
A100068,SME,Electronics,Ground,0.05,37,107.77031166302399,-0.5792445137871252
A100069,SME,Apparel/Soft Goods,Ground,0.3502258218485461,18,203.30888644631068,-0.5479132230908915
A100070,SME,Apparel/Soft Goods,Ground Economy,0.3086646002160193,28,212.30636153465696,-0.6196465982321631
A100071,SME,Apparel/Soft Goods,Ground,0.31493718869430093,37,243.61982865662705,-0.6432225575138735
A100072,Mid-Market,Apparel/Soft Goods,Express,0.3906532512897828,22,206.2497964084553,-0.3327003522141708
A100073,SME,Industrial/B2B,Express,0.3125231078435272,3,96.46547192583171,-0.5436112934203433
A100074,SME,Home & Bulky,Express,0.2059793143348842,10,234.65310589289248,-0.3996884460606334
A100075,SME,Electronics,Ground,0.3058597329174622,9,132.3572676297272,-0.642655924096524
A100076,SME,Home & Bulky,Ground Economy,0.32675554840808246,38,277.5841779282583,-0.7203645012603206
A100077,Mid-Market,Home & Bulky,Ground Economy,0.3314933911581013,38,300.52023574881554,-0.3845647096035159
A100078,SME,Electronics,Ground,0.33619193672850683,20,135.41074598880095,-0.3746866646955012
A100079,Mid-Market,Apparel/Soft Goods,Ground,0.42393690449185534,37,232.25420654490733,-0.41470675944489077
A100080,Mid-Market,Industrial/B2B,Ground,0.21139654469658525,11,88.40563797974396,-0.3284669175295024
A100081,SME,Industrial/B2B,Ground,0.337570045616485,28,93.96801547812038,-0.4952736710626821
A100082,Mid-Market,Health/Beauty,Ground,0.44899296986182413,17,166.80042499697845,-0.4157148542180872
A100083,SME,Home & Bulky,Ground,0.14653885030628047,10,229.48291015194923,-0.5710007153547998
A100084,SME,Apparel/Soft Goods,Ground Economy,0.33796466807800535,11,186.2461859652585,-0.5097310260345654
A100085,SME,Industrial/B2B,Ground Economy,0.26146214980269566,18,92.93918864679586,-0.49640753531036275
A100086,Mid-Market,Home & Bulky,Ground Economy,0.28292896155268954,14,279.4350895044232,-0.3871726551475874
A100087,SME,Apparel/Soft Goods,Ground Economy,0.2295192496785578,9,178.84877432782062,-0.5162190919177297
A100088,SME,Home & Bulky,Express,0.3030449284299556,14,256.50111203225714,-0.45848793647775193
A100089,SME,Health/Beauty,Ground,0.5041255614426905,6,137.63123088943462,-0.5225635375280353
A100090,SME,Electronics,Ground Economy,0.19355696388227864,40,72.14994950296503,-0.5780163914185527
A100091,Mid-Market,Health/Beauty,Ground,0.20303899975211726,16,134.46623147067925,-0.3698481023912809
A100092,SME,Health/Beauty,Ground,0.18980654298364955,5,136.03559061221864,-0.4333855406445247
A100093,SME,Apparel/Soft Goods,Ground Economy,0.49274182866281013,24,203.9409267612899,-0.631597831263482
A100094,SME,Industrial/B2B,Ground Economy,0.2737660294478713,37,112.93781124815175,-0.324048056452175
A100095,Mid-Market,Home & Bulky,Ground Economy,0.3174360939652326,15,203.10063962978464,-0.3545571861633792
A100096,SME,Electronics,Ground,0.27972170588937606,35,102.18815246198037,-0.498833627499302
A100097,SME,Apparel/Soft Goods,Ground Economy,0.22555771215969084,26,111.25899882352918,-0.5622247574243917
A100098,SME,Industrial/B2B,Ground Economy,0.29648493533855647,31,82.20915000797892,-0.5963370991437258
A100099,Enterprise,Home & Bulky,Ground Economy,0.565824360573656,13,241.48388166690316,-0.25718323867261417
A100100,Enterprise,Apparel/Soft Goods,Ground,0.4592070920974255,2,190.72286273456513,-0.19649063917937873
A100101,Mid-Market,Home & Bulky,Ground Economy,0.23470621822077276,15,311.83929948784,-0.4134351932280084
A100102,SME,Apparel/Soft Goods,Ground,0.3847574103061686,38,242.53134234433722,-0.5661550170002206
A100103,Enterprise,Apparel/Soft Goods,Ground Economy,0.23684772273336235,33,212.94298417730408,-0.16351920061895364
A100104,Mid-Market,Electronics,Ground,0.1423632361153779,33,111.99475804353897,-0.4883307945597442
A100105,Mid-Market,Home & Bulky,Ground,0.42195109176646295,37,308.0256764674012,-0.29798981774730865
A100106,SME,Industrial/B2B,Ground,0.43600928466435507,16,89.6799226706592,-0.5846085249655516
A100107,SME,Home & Bulky,Ground Economy,0.42460522510478993,14,221.70496217861617,-0.5821716953963142
A100108,SME,Health/Beauty,Ground,0.27301347507804274,38,96.75053332738929,-0.572740034542149
A100109,Enterprise,Home & Bulky,Express,0.3033224265998014,24,239.34648168568205,-0.20367896288866696
A100110,SME,Health/Beauty,Ground Economy,0.39497655536581233,13,159.01701915274973,-0.6182483437190914
A100111,SME,Electronics,Ground Economy,0.35914960373481075,12,169.17323569413074,-0.42126968339969467
A100112,SME,Home & Bulky,Express,0.2806362528702956,36,262.88336420166746,-0.5445691249344015
A100113,SME,Industrial/B2B,Ground,0.15809281798818353,3,77.60124065505107,-0.5034803391844223
A100114,SME,Home & Bulky,Ground Economy,0.33138751941420125,3,204.5436282522988,-0.4941229197794699
A100115,Mid-Market,Apparel/Soft Goods,Ground Economy,0.4279009639236113,31,230.86389508035165,-0.40443862388485213
A100116,Mid-Market,Health/Beauty,Ground,0.2002411710965843,1,95.53167547991644,-0.4414162769350219
A100117,Mid-Market,Industrial/B2B,Ground,0.3838759381675977,8,98.9155906427592,-0.36043442157529865
A100118,SME,Apparel/Soft Goods,Ground,0.35315416951336925,41,240.9094987167381,-0.6144061899188767
A100119,Mid-Market,Home & Bulky,Express,0.39501482632323337,18,280.41787841129803,-0.3828352179303421
A100120,SME,Industrial/B2B,Ground,0.4071975499719007,30,86.44148091459537,-0.47634959273786437
A100121,Mid-Market,Health/Beauty,Ground Economy,0.2505534758074647,20,154.23650446937972,-0.36529673068525936
A100122,SME,Industrial/B2B,Ground,0.15830405998350539,4,92.76920161227847,-0.5252924140096918
A100123,SME,Electronics,Ground Economy,0.26664804743171205,8,103.19252501581121,-0.4925255572183007
A100124,SME,Health/Beauty,Ground Economy,0.40891273175270076,32,186.63039052385065,-0.5853498416141064
A100125,SME,Home & Bulky,Ground Economy,0.2657996096474029,4,243.54140503422784,-0.5693583104856427
A100126,SME,Industrial/B2B,Ground Economy,0.2505956676142358,25,102.56718726728853,-0.41877139989277307
A100127,SME,Home & Bulky,Ground,0.13786496580753616,15,146.80885156984058,-0.413749105392753
A100128,SME,Health/Beauty,Ground Economy,0.4952647554550939,16,172.1670662460794,-0.5850364673894748
A100129,SME,Home & Bulky,Ground,0.40257136414253103,40,328.7381432498344,-0.48273886962445095
A100130,SME,Electronics,Ground,0.3969895981274765,25,120.64440980193538,-0.5749183952957768
A100131,Enterprise,Health/Beauty,Ground,0.4167725386779474,26,154.0810300753915,-0.24577074207760322
A100132,SME,Electronics,Ground,0.37767083615434016,15,132.06392792272334,-0.4451463909140414
A100133,SME,Industrial/B2B,Ground,0.2955671144820471,16,79.58690617182026,-0.43354817649746474
A100134,SME,Home & Bulky,Ground,0.30362358958777985,29,285.60532389456114,-0.6881406137976118
A100135,SME,Electronics,Ground Economy,0.2772435635407875,2,102.53358185075281,-0.5790045895944029
A100136,Enterprise,Home & Bulky,Ground,0.5834740754415,10,231.51017597339873,-0.20616505832978205
A100137,SME,Home & Bulky,Ground,0.37559120312994426,25,312.7409391023356,-0.47294991265668324
A100138,Mid-Market,Home & Bulky,Ground Economy,0.27361995586485655,26,305.6139799247695,-0.35090487161228506
A100139,SME,Apparel/Soft Goods,Ground Economy,0.366549677416628,4,183.29900602002303,-0.4517777822706519
A100140,SME,Apparel/Soft Goods,Ground Economy,0.21891310821436827,33,182.27081421566066,-0.6228815043624737
A100141,SME,Health/Beauty,Ground,0.4704506718589227,23,123.73096561806666,-0.48591802982747856
A100142,Enterprise,Health/Beauty,Ground,0.253893090419286,10,158.46251707493036,-0.2560866414111368
A100143,SME,Health/Beauty,Ground Economy,0.37010854326224657,31,114.80038352357799,-0.5169481141189741
A100144,SME,Apparel/Soft Goods,Ground,0.42659776297431345,41,223.483737755559,-0.4639236098515716
A100145,SME,Home & Bulky,Express,0.35847685442049926,18,294.95243073768495,-0.5148301189888614
A100146,SME,Apparel/Soft Goods,Ground Economy,0.32944699918196385,12,206.6643219789208,-0.3335062408561332
A100147,SME,Health/Beauty,Express,0.32108020848560154,13,165.45360516099618,-0.5400365924243945
A100148,SME,Industrial/B2B,Ground Economy,0.3143558903112893,25,85.07017525426537,-0.535965166731762
A100149,SME,Apparel/Soft Goods,Express,0.2623301511072498,2,201.91625828243005,-0.6180412765902074
A100150,Mid-Market,Health/Beauty,Express,0.2750516570230296,20,115.37339497547723,-0.27248061910494736
A100151,Mid-Market,Apparel/Soft Goods,Ground Economy,0.4679590373650935,2,248.44930374004377,-0.4462263825692222
A100152,SME,Apparel/Soft Goods,Ground,0.30914633673148434,2,181.02552710419872,-0.6176994418373066
A100153,SME,Apparel/Soft Goods,Express,0.2414203730617227,18,223.22137470962926,-0.6532935940051398
A100154,SME,Home & Bulky,Express,0.26837024031384915,31,256.66240805850623,-0.5456504864796587
A100155,Mid-Market,Health/Beauty,Express,0.4300370680697223,37,113.46986680958611,-0.43779211954385705
A100156,SME,Industrial/B2B,Ground,0.38756066331644784,4,80.1325290700622,-0.42862236712018037
A100157,Mid-Market,Apparel/Soft Goods,Ground Economy,0.3760329178232257,11,262.2725706357398,-0.4206437112166584
A100158,Mid-Market,Electronics,Ground,0.29424788010902087,18,124.35580292090476,-0.3360437225603031
A100159,Mid-Market,Health/Beauty,Ground,0.3773362470172945,24,114.5694113975556,-0.28587009555189263
A100160,SME,Industrial/B2B,Ground,0.2556438875049352,41,94.94631825504881,-0.4572584072514403
A100161,Enterprise,Electronics,Ground,0.29403859686542255,29,116.84393691755783,-0.22018252757476595
A100162,SME,Apparel/Soft Goods,Ground,0.41698044873917456,23,340.5629540048301,-0.48199531532204776
A100163,SME,Electronics,Ground Economy,0.40742776789190643,3,126.15867497299307,-0.5810260663649036
A100164,SME,Home & Bulky,Ground,0.22180901540491968,4,242.18675715729415,-0.40082040171216865
A100165,SME,Industrial/B2B,Ground Economy,0.2344473547091424,7,113.0044522681511,-0.3745144526516914
A100166,Mid-Market,Home & Bulky,Ground,0.330870215281341,28,173.8395073706948,-0.45822608374618384
A100167,Mid-Market,Health/Beauty,Ground,0.492613237466951,14,142.37686794080366,-0.43151660737588177
A100168,SME,Apparel/Soft Goods,Ground,0.1284434835531006,10,285.3893970989445,-0.46343301103711093
A100169,Enterprise,Home & Bulky,Ground,0.3478332939570504,28,254.56187349196352,-0.2199010117654722
A100170,SME,Industrial/B2B,Ground Economy,0.18239566684268518,34,61.92052307670113,-0.6341093324666093
A100171,SME,Electronics,Express,0.2565669006474455,19,111.44817196873109,-0.584584050183975
A100172,SME,Home & Bulky,Ground,0.28355715819357585,37,328.07144431688295,-0.562228405435137
A100173,Enterprise,Industrial/B2B,Ground Economy,0.2779491656563109,31,96.0923274603965,-0.2561400846833157
A100174,SME,Industrial/B2B,Ground Economy,0.26662040603407916,30,76.41053102589721,-0.4897162207958993
A100175,SME,Home & Bulky,Ground Economy,0.320720706037637,36,227.9306366240217,-0.5525722220148319
A100176,SME,Electronics,Ground,0.26647444333694215,8,107.91047414316404,-0.5485274873408778
A100177,Enterprise,Electronics,Express,0.17375426151458473,32,127.80187429556632,-0.2109988524268556
A100178,Mid-Market,Electronics,Ground,0.39798696125227767,40,148.9050364714749,-0.35778108584901713
A100179,Mid-Market,Home & Bulky,Ground Economy,0.3952872167148881,41,309.25339699900115,-0.38415348955622397
A100180,Mid-Market,Apparel/Soft Goods,Express,0.4043174310022669,24,227.23726048372507,-0.3819612272711751
A100181,Mid-Market,Industrial/B2B,Ground Economy,0.1659265503735918,31,68.42735488706877,-0.32023962437553205
A100182,SME,Industrial/B2B,Express,0.34989181525841506,37,68.48749327330626,-0.616148162566787
A100183,SME,Industrial/B2B,Ground Economy,0.38759788558069236,35,98.63868274366295,-0.4694482203592837
A100184,Mid-Market,Industrial/B2B,Ground,0.2168797931560415,37,68.20336821348711,-0.36756069366081107
A100185,Mid-Market,Health/Beauty,Express,0.32091732481821295,35,134.31571106907117,-0.3631690130549571
A100186,SME,Health/Beauty,Ground Economy,0.30837333546896345,16,147.66459124389166,-0.5795435480443853
A100187,SME,Health/Beauty,Ground,0.5042150658568264,30,111.33263131686024,-0.3751739249320701
A100188,Mid-Market,Electronics,Express,0.5124496037012574,17,97.87593357784856,-0.43078185945097913
A100189,SME,Home & Bulky,Ground Economy,0.15356436066697993,33,255.5951341782261,-0.49414829632199647
A100190,Enterprise,Apparel/Soft Goods,Ground Economy,0.569392700572799,34,229.03798086840925,-0.2602587887276428
A100191,SME,Electronics,Ground,0.22847742788466763,39,142.92880544093714,-0.5105513937274173
A100192,SME,Home & Bulky,Ground Economy,0.4180673294327426,25,288.4101007472618,-0.5459704041769442
A100193,Mid-Market,Apparel/Soft Goods,Ground Economy,0.4170497980863731,20,212.78421929070495,-0.4890858042839002
A100194,SME,Electronics,Ground,0.22043097731581934,7,103.88219332316773,-0.5271195977745223
A100195,SME,Home & Bulky,Ground,0.3693267793839099,27,209.88155259447652,-0.6522051154855605
A100196,SME,Apparel/Soft Goods,Ground Economy,0.3092466255733936,24,190.68884606115822,-0.5532212195590762
A100197,Mid-Market,Industrial/B2B,Ground Economy,0.3754330004632391,22,96.64095647668519,-0.4036788733267289
A100198,SME,Industrial/B2B,Ground,0.34306723023806257,28,95.45330404736296,-0.5557715836264385
A100199,SME,Apparel/Soft Goods,Ground,0.4396339485370247,35,130.62370493959037,-0.6199477591697603
A100200,Mid-Market,Apparel/Soft Goods,Ground,0.32753995431460625,7,180.3014083314884,-0.3409246980673761
A100201,Enterprise,Home & Bulky,Ground,0.30321259305736886,18,316.3709534151681,-0.1875263987403669
A100202,SME,Health/Beauty,Express,0.4296064233057181,30,141.99621920466433,-0.49731746429389573
A100203,SME,Industrial/B2B,Ground,0.37803959648586033,34,67.04445560773163,-0.5582261060467375
A100204,SME,Apparel/Soft Goods,Ground Economy,0.39318133943208877,32,299.0500406644101,-0.5317824501920978
A100205,SME,Health/Beauty,Express,0.2535413327741403,33,139.27066834566793,-0.608597677308872
A100206,SME,Apparel/Soft Goods,Ground,0.2154737218601526,36,224.52782366204679,-0.6576403652352755
A100207,Mid-Market,Home & Bulky,Ground Economy,0.2632277856747298,40,278.6977585829123,-0.3243772147776045
A100208,SME,Industrial/B2B,Ground Economy,0.2579178614319411,25,84.04495344820499,-0.4894492246918506
A100209,SME,Apparel/Soft Goods,Ground,0.39861992686529146,11,182.4977148271513,-0.4315102479891896
A100210,Mid-Market,Apparel/Soft Goods,Ground Economy,0.4175984050294052,24,290.19931443549257,-0.49573126047326893
A100211,SME,Home & Bulky,Ground Economy,0.30448697104676,30,306.9500346981107,-0.5751352336775507
A100212,SME,Electronics,Ground Economy,0.4630919018824352,5,137.7538435439474,-0.5895836914042553
A100213,Mid-Market,Industrial/B2B,Ground,0.456846939376513,32,99.33588490583502,-0.30360812205323023
A100214,Mid-Market,Industrial/B2B,Ground,0.3443398916400539,23,73.74625827614071,-0.3799333106266082
A100215,Mid-Market,Apparel/Soft Goods,Ground,0.237810822845696,39,258.29064124778233,-0.40902713511154587
A100216,SME,Apparel/Soft Goods,Ground Economy,0.47753766494355404,9,178.12958552715585,-0.52914749053091
A100217,SME,Health/Beauty,Ground Economy,0.31389826489715916,38,147.13882731339626,-0.6387457140481775
A100218,Enterprise,Apparel/Soft Goods,Ground,0.33261651964309746,19,148.0310615734393,-0.29629042714621334
A100219,SME,Industrial/B2B,Ground Economy,0.28603949743934315,24,56.93808661951019,-0.471867316764749
A100220,SME,Health/Beauty,Ground,0.23102096737028024,28,148.02093830685848,-0.46567780220692256
A100221,SME,Apparel/Soft Goods,Ground Economy,0.17313605696847081,24,179.4160477000325,-0.47758512459389246
A100222,Mid-Market,Industrial/B2B,Ground Economy,0.3832868323557288,38,57.77548534498418,-0.47155335212094
A100223,Enterprise,Apparel/Soft Goods,Ground Economy,0.24165989461033796,7,230.43503921139947,-0.2543977254619796
A100224,SME,Home & Bulky,Ground,0.6259531228996824,30,359.2197800851769,-0.538818955032024
A100225,Enterprise,Electronics,Ground Economy,0.2113926417387521,40,150.01450158532933,-0.22120646892522886
A100226,SME,Electronics,Ground,0.194261752501863,10,114.44193367826148,-0.48263515083877057
A100227,SME,Health/Beauty,Ground Economy,0.37101387156134413,11,140.22290172876305,-0.6234272405138127
A100228,Mid-Market,Health/Beauty,Ground,0.4729313478967295,20,162.3701976709546,-0.35834559602581245
A100229,SME,Industrial/B2B,Ground,0.32645896569432215,30,108.17847392132549,-0.5285436854949626
A100230,SME,Industrial/B2B,Ground Economy,0.37722424201872745,40,84.43472135502368,-0.6002251561511638
A100231,SME,Electronics,Ground,0.13564525825412904,33,120.7382386596508,-0.5344904176081343
A100232,Enterprise,Apparel/Soft Goods,Ground Economy,0.2522488454308233,33,221.3632396956995,-0.21224612221457106
A100233,SME,Health/Beauty,Ground,0.2126384270862433,19,153.95768327102655,-0.5508724544561487
A100234,Enterprise,Industrial/B2B,Ground Economy,0.1304954150052119,27,87.84416163941748,-0.24624672865517153
A100235,Mid-Market,Home & Bulky,Ground,0.3316980234023887,9,254.38001053078276,-0.4738501053025785
A100236,SME,Home & Bulky,Express,0.09571723783895664,19,324.5761530325054,-0.5983026141603018
A100237,Mid-Market,Home & Bulky,Ground Economy,0.18778040339125512,8,316.6055688743271,-0.4257889107465832
A100238,SME,Apparel/Soft Goods,Ground,0.2662806205986582,2,228.0461196758841,-0.5335120398766573
A100239,SME,Health/Beauty,Ground,0.23687141640489237,36,183.3215485645778,-0.4916066762885809
A100240,Mid-Market,Home & Bulky,Ground Economy,0.3596408502207068,33,241.91433832780368,-0.4172772152374016
A100241,Mid-Market,Health/Beauty,Ground,0.350558019190248,21,180.8989309054604,-0.3897607270022325
A100242,SME,Industrial/B2B,Ground,0.4093798745935457,1,98.78875018527592,-0.4326331364781457
A100243,SME,Industrial/B2B,Express,0.3952383732712678,4,142.99062317987634,-0.5229342560673882
A100244,SME,Home & Bulky,Express,0.4340812789361381,5,204.19184582658005,-0.5431609955627719
A100245,Mid-Market,Home & Bulky,Ground Economy,0.31980815999909457,30,227.73864219622843,-0.35090390157937673
A100246,SME,Health/Beauty,Ground,0.35034669008166697,9,150.5537052706538,-0.6722431865497256
A100247,SME,Industrial/B2B,Ground,0.3711513701919191,11,96.43519165825967,-0.589586720544433
A100248,SME,Electronics,Ground Economy,0.33416566973910256,36,162.1230020581804,-0.6632869307258135
A100249,SME,Industrial/B2B,Ground Economy,0.2802805690082926,36,79.17233013054755,-0.5717325840863032
A100250,Mid-Market,Apparel/Soft Goods,Express,0.286755746566023,32,244.20592000662882,-0.38463910667622947
A100251,Mid-Market,Industrial/B2B,Ground Economy,0.23824416016700345,13,108.83190067584833,-0.32661392439621584
A100252,SME,Apparel/Soft Goods,Ground,0.36216168299098295,24,236.63568805794046,-0.5509841864887167
A100253,SME,Apparel/Soft Goods,Ground,0.3105984825914844,9,173.6743382752607,-0.5510769488682239
A100254,SME,Electronics,Ground Economy,0.25368262493632354,36,150.40759019349068,-0.4372131045671758
A100255,Mid-Market,Apparel/Soft Goods,Ground,0.25377551806754073,4,256.46848240372265,-0.3492469342230875
A100256,Mid-Market,Apparel/Soft Goods,Express,0.19896012722172113,31,232.66429484807625,-0.3615728918845673
A100257,SME,Apparel/Soft Goods,Ground,0.41788413412372,21,217.72434257649846,-0.584112062384597
A100258,SME,Home & Bulky,Ground Economy,0.32786176695317876,32,270.5818548700766,-0.5880613842388207
A100259,SME,Health/Beauty,Ground Economy,0.233719998042673,19,138.01585803556767,-0.5020412252378706
A100260,SME,Apparel/Soft Goods,Express,0.40085477496020183,7,234.22167807474986,-0.5886817422097056
A100261,Mid-Market,Health/Beauty,Ground Economy,0.2639551190205627,31,140.78459829421342,-0.36962150102713454
A100262,SME,Industrial/B2B,Ground,0.17934993729877674,26,76.25389539928722,-0.31325634794946616
A100263,SME,Apparel/Soft Goods,Ground Economy,0.4221222289219133,20,170.36323582551702,-0.5100120823639979
A100264,Enterprise,Apparel/Soft Goods,Ground,0.2662903010433887,16,181.57302961194335,-0.2556066251246985
A100265,SME,Industrial/B2B,Express,0.27911009097912104,15,93.59854232930111,-0.4112510250782165
A100266,SME,Industrial/B2B,Ground,0.32411800203491775,20,89.56331544974964,-0.559297024034282
A100267,SME,Electronics,Express,0.43425892227901153,11,124.65142593503698,-0.6807840501702862
A100268,SME,Industrial/B2B,Ground Economy,0.32200372908663116,12,98.113172763447,-0.4872494313766354
A100269,SME,Apparel/Soft Goods,Ground,0.20008828738547696,12,186.28726900034198,-0.5501772991352841
A100270,SME,Home & Bulky,Express,0.37438770041121805,1,328.5928958785623,-0.44241865877869657
A100271,SME,Health/Beauty,Ground,0.2715010275738276,39,133.25368715840364,-0.6842465691872448
